territorial1Key,territorial2Key,territorial3Key
Auvergne-Rhône-Alpes,Ain,ILLIAT
Auvergne-Rhône-Alpes,Ain,INJOUX GENISSIAT
Auvergne-Rhône-Alpes,Ain,INNIMOND
Auvergne-Rhône-Alpes,Ain,IZENAVE
Auvergne-Rhône-Alpes,Ain,IZERNORE
Auvergne-Rhône-Alpes,Ain,IZIEU
Auvergne-Rhône-Alpes,Ain,JASSANS RIOTTIER
Auvergne-Rhône-Alpes,Ain,JASSERON
Auvergne-Rhône-Alpes,Ain,JAYAT
Auvergne-Rhône-Alpes,Ain,JOURNANS
Auvergne-Rhône-Alpes,Ain,JOYEUX
Auvergne-Rhône-Alpes,Ain,JUJURIEUX
Auvergne-Rhône-Alpes,Ain,LABALME
Auvergne-Rhône-Alpes,Ain,LAGNIEU
Auvergne-Rhône-Alpes,Ain,LAIZ
Auvergne-Rhône-Alpes,Ain,POIZAT LALLEYRIAT
Auvergne-Rhône-Alpes,Ain,LALLEYRIAT
Auvergne-Rhône-Alpes,Ain,LANCRANS
Auvergne-Rhône-Alpes,Ain,LANTENAY
Auvergne-Rhône-Alpes,Ain,LAPEYROUSE
Auvergne-Rhône-Alpes,Ain,LAVOURS
Auvergne-Rhône-Alpes,Ain,LEAZ
Auvergne-Rhône-Alpes,Ain,LELEX
Auvergne-Rhône-Alpes,Ain,LENT
Auvergne-Rhône-Alpes,Ain,LESCHEROUX
Auvergne-Rhône-Alpes,Ain,LEYMENT
Auvergne-Rhône-Alpes,Ain,LEYSSARD
Auvergne-Rhône-Alpes,Ain,SURJOUX LHOPITAL
Auvergne-Rhône-Alpes,Ain,LHOPITAL
Auvergne-Rhône-Alpes,Ain,LHUIS
Auvergne-Rhône-Alpes,Ain,LOCHIEU
Auvergne-Rhône-Alpes,Ain,LOMPNAS
Auvergne-Rhône-Alpes,Ain,LOMPNIEU
Auvergne-Rhône-Alpes,Ain,LOYETTES
Auvergne-Rhône-Alpes,Ain,LURCY
Auvergne-Rhône-Alpes,Ain,MAGNIEU
Auvergne-Rhône-Alpes,Ain,MAILLAT
Auvergne-Rhône-Alpes,Ain,MALAFRETAZ
Auvergne-Rhône-Alpes,Ain,MANTENAY MONTLIN
Auvergne-Rhône-Alpes,Ain,MANZIAT
Auvergne-Rhône-Alpes,Ain,MARBOZ
Auvergne-Rhône-Alpes,Ain,MARCHAMP
Auvergne-Rhône-Alpes,Ain,MARIGNIEU
Auvergne-Rhône-Alpes,Ain,MARLIEUX
Auvergne-Rhône-Alpes,Ain,MARSONNAS
Auvergne-Rhône-Alpes,Ain,MARTIGNAT
Auvergne-Rhône-Alpes,Ain,MASSIEUX
Auvergne-Rhône-Alpes,Ain,MASSIGNIEU DE RIVES
Auvergne-Rhône-Alpes,Ain,MATAFELON GRANGES
Auvergne-Rhône-Alpes,Ain,MEILLONNAS
Auvergne-Rhône-Alpes,Ain,MERIGNAT
Auvergne-Rhône-Alpes,Ain,MESSIMY SUR SAONE
Auvergne-Rhône-Alpes,Ain,MEXIMIEUX
Auvergne-Rhône-Alpes,Ain,BOHAS MEYRIAT RIGNAT
Auvergne-Rhône-Alpes,Ain,MEZERIAT
Auvergne-Rhône-Alpes,Ain,MIJOUX
Auvergne-Rhône-Alpes,Ain,MIONNAY
Auvergne-Rhône-Alpes,Ain,MIRIBEL
Auvergne-Rhône-Alpes,Ain,MISERIEUX
Auvergne-Rhône-Alpes,Ain,MOGNENEINS
Auvergne-Rhône-Alpes,Ain,MONTAGNAT
Auvergne-Rhône-Alpes,Ain,MONTAGNIEU
Auvergne-Rhône-Alpes,Ain,MONTANGES
Auvergne-Rhône-Alpes,Ain,MONTCEAUX
Auvergne-Rhône-Alpes,Ain,MONTCET
Auvergne-Rhône-Alpes,Ain,MONTELLIER
Auvergne-Rhône-Alpes,Ain,MONTHIEUX
Auvergne-Rhône-Alpes,Ain,MONTLUEL
Auvergne-Rhône-Alpes,Ain,MONTMERLE SUR SAONE
Auvergne-Rhône-Alpes,Ain,MONTRACOL
Auvergne-Rhône-Alpes,Ain,MONTREAL LA CLUSE
Auvergne-Rhône-Alpes,Ain,MONTREVEL EN BRESSE
Auvergne-Rhône-Alpes,Ain,NURIEUX VOLOGNAT
Auvergne-Rhône-Alpes,Ain,MURS ET GELIGNIEUX
Auvergne-Rhône-Alpes,Ain,NANTUA
Auvergne-Rhône-Alpes,Ain,NATTAGES
Auvergne-Rhône-Alpes,Ain,NEUVILLE LES DAMES
Auvergne-Rhône-Alpes,Ain,NEUVILLE SUR AIN
Auvergne-Rhône-Alpes,Ain,NEYROLLES
Auvergne-Rhône-Alpes,Ain,NEYRON
Auvergne-Rhône-Alpes,Ain,NIEVROZ
Auvergne-Rhône-Alpes,Ain,NIVOLLET MONTGRIFFON
Auvergne-Rhône-Alpes,Ain,ONCIEU
Auvergne-Rhône-Alpes,Ain,ORDONNAZ
Auvergne-Rhône-Alpes,Ain,ORNEX
Auvergne-Rhône-Alpes,Ain,OUTRIAZ
Auvergne-Rhône-Alpes,Ain,OYONNAX
Auvergne-Rhône-Alpes,Ain,OZAN
Auvergne-Rhône-Alpes,Ain,PARCIEUX
Auvergne-Rhône-Alpes,Ain,PARVES ET NATTAGES
Auvergne-Rhône-Alpes,Ain,PARVES
Auvergne-Rhône-Alpes,Ain,PERON
Auvergne-Rhône-Alpes,Ain,PERONNAS
Auvergne-Rhône-Alpes,Ain,PEROUGES
Auvergne-Rhône-Alpes,Ain,PERREX
Auvergne-Rhône-Alpes,Ain,PEYRIAT
Auvergne-Rhône-Alpes,Ain,PEYRIEU
Auvergne-Rhône-Alpes,Ain,PEYZIEUX SUR SAONE
Auvergne-Rhône-Alpes,Ain,PIRAJOUX
Auvergne-Rhône-Alpes,Ain,PIZAY
Auvergne-Rhône-Alpes,Ain,PLAGNE
Auvergne-Rhône-Alpes,Ain,PLANTAY
Auvergne-Rhône-Alpes,Ain,POIZAT
Auvergne-Rhône-Alpes,Ain,POLLIAT
Auvergne-Rhône-Alpes,Ain,POLLIEU
Auvergne-Rhône-Alpes,Ain,PONCIN
Auvergne-Rhône-Alpes,Ain,PONT D AIN
Auvergne-Rhône-Alpes,Ain,PONT DE VAUX
Auvergne-Rhône-Alpes,Ain,PONT DE VEYLE
Auvergne-Rhône-Alpes,Ain,PORT
Auvergne-Rhône-Alpes,Ain,POUGNY
Auvergne-Rhône-Alpes,Ain,POUILLAT
Auvergne-Rhône-Alpes,Ain,PREMEYZEL
Auvergne-Rhône-Alpes,Ain,PREMILLIEU
Auvergne-Rhône-Alpes,Ain,PRESSIAT
Auvergne-Rhône-Alpes,Ain,PREVESSIN MOENS
Auvergne-Rhône-Alpes,Ain,PRIAY
Auvergne-Rhône-Alpes,Ain,RAMASSE
Auvergne-Rhône-Alpes,Ain,RANCE
Auvergne-Rhône-Alpes,Ain,RELEVANT
Auvergne-Rhône-Alpes,Ain,REPLONGES
Auvergne-Rhône-Alpes,Ain,REVONNAS
Auvergne-Rhône-Alpes,Ain,REYRIEUX
Auvergne-Rhône-Alpes,Ain,REYSSOUZE
Auvergne-Rhône-Alpes,Ain,RIGNAT
Auvergne-Rhône-Alpes,Ain,RIGNIEUX LE FRANC
Auvergne-Rhône-Alpes,Ain,ROMANS
Auvergne-Rhône-Alpes,Ain,ROSSILLON
Auvergne-Rhône-Alpes,Ain,RUFFIEU
Auvergne-Rhône-Alpes,Ain,SAINT ALBAN
Auvergne-Rhône-Alpes,Ain,SAINT ANDRE DE BAGE
Auvergne-Rhône-Alpes,Ain,SAINT ANDRE DE CORCY
Auvergne-Rhône-Alpes,Ain,SAINT ANDRE D HUIRIAT
Auvergne-Rhône-Alpes,Ain,SAINT ANDRE LE BOUCHOUX
Auvergne-Rhône-Alpes,Ain,SAINT ANDRE SUR VIEUX JONC
Auvergne-Rhône-Alpes,Ain,SAINT BENIGNE
Auvergne-Rhône-Alpes,Ain,GROSLEE SAINT BENOIT
Auvergne-Rhône-Alpes,Ain,SAINT BENOIT
Auvergne-Rhône-Alpes,Ain,SAINT BERNARD
Auvergne-Rhône-Alpes,Ain,SAINT BOIS
Auvergne-Rhône-Alpes,Ain,SAINTE CROIX
Auvergne-Rhône-Alpes,Ain,SAINT CYR SUR MENTHON
Auvergne-Rhône-Alpes,Ain,SAINT DENIS LES BOURG
Auvergne-Rhône-Alpes,Ain,SAINT DENIS EN BUGEY
Auvergne-Rhône-Alpes,Ain,SAINT DIDIER D AUSSIAT
Auvergne-Rhône-Alpes,Ain,SAINT DIDIER DE FORMANS
Auvergne-Rhône-Alpes,Ain,SAINT DIDIER SUR CHALARONNE
Auvergne-Rhône-Alpes,Ain,SAINT ELOI
Auvergne-Rhône-Alpes,Ain,SAINT ETIENNE DU BOIS
Auvergne-Rhône-Alpes,Ain,SAINT ETIENNE SUR CHALARONNE
Auvergne-Rhône-Alpes,Ain,SAINT ETIENNE SUR REYSSOUZE
Auvergne-Rhône-Alpes,Ain,SAINTE EUPHEMIE
Auvergne-Rhône-Alpes,Ain,SAINT GENIS POUILLY
Auvergne-Rhône-Alpes,Ain,SAINT GENIS SUR MENTHON
Auvergne-Rhône-Alpes,Ain,SAINT GEORGES SUR RENON
Auvergne-Rhône-Alpes,Ain,SAINT GERMAIN DE JOUX
Auvergne-Rhône-Alpes,Ain,SAINT GERMAIN LES PAROISSES
Auvergne-Rhône-Alpes,Ain,SAINT GERMAIN SUR RENON
Auvergne-Rhône-Alpes,Ain,SAINT JEAN DE GONVILLE
Auvergne-Rhône-Alpes,Ain,SAINT JEAN DE NIOST
Auvergne-Rhône-Alpes,Ain,SAINT JEAN DE THURIGNEUX
Auvergne-Rhône-Alpes,Ain,SAINT JEAN LE VIEUX
Auvergne-Rhône-Alpes,Ain,SAINT JEAN SUR REYSSOUZE
Auvergne-Rhône-Alpes,Ain,SAINT JEAN SUR VEYLE
Auvergne-Rhône-Alpes,Ain,SAINTE JULIE
Auvergne-Rhône-Alpes,Ain,SAINT JULIEN SUR REYSSOUZE
Auvergne-Rhône-Alpes,Ain,SAINT JULIEN SUR VEYLE
Auvergne-Rhône-Alpes,Ain,SAINT JUST
Auvergne-Rhône-Alpes,Ain,SAINT LAURENT SUR SAONE
Auvergne-Rhône-Alpes,Ain,SAINT MARCEL
Auvergne-Rhône-Alpes,Ain,SAINT MARTIN DE BAVEL
Auvergne-Rhône-Alpes,Ain,SAINT MARTIN DU FRENE
Auvergne-Rhône-Alpes,Ain,SAINT MARTIN DU MONT
Auvergne-Rhône-Alpes,Ain,SAINT MARTIN LE CHATEL
Auvergne-Rhône-Alpes,Ain,SAINT MAURICE DE BEYNOST
Auvergne-Rhône-Alpes,Ain,SAINT MAURICE DE GOURDANS
Auvergne-Rhône-Alpes,Ain,SAINT MAURICE DE REMENS
Auvergne-Rhône-Alpes,Ain,SAINT NIZIER LE BOUCHOUX
Auvergne-Rhône-Alpes,Ain,SAINT NIZIER LE DESERT
Auvergne-Rhône-Alpes,Ain,SAINTE OLIVE
Auvergne-Rhône-Alpes,Ain,SAINT PAUL DE VARAX
Auvergne-Rhône-Alpes,Ain,SAINT RAMBERT EN BUGEY
Auvergne-Rhône-Alpes,Ain,SAINT REMY
Auvergne-Rhône-Alpes,Ain,SAINT SORLIN EN BUGEY
Auvergne-Rhône-Alpes,Ain,SAINT SULPICE
Auvergne-Rhône-Alpes,Ain,SAINT TRIVIER DE COURTES
Auvergne-Rhône-Alpes,Ain,SAINT TRIVIER SUR MOIGNANS
Auvergne-Rhône-Alpes,Ain,SAINT VULBAS
Auvergne-Rhône-Alpes,Ain,SALAVRE
Auvergne-Rhône-Alpes,Ain,SAMOGNAT
Auvergne-Rhône-Alpes,Ain,SANDRANS
Auvergne-Rhône-Alpes,Ain,SAULT BRENAZ
Auvergne-Rhône-Alpes,Ain,SAUVERNY
Auvergne-Rhône-Alpes,Ain,SAVIGNEUX
Auvergne-Rhône-Alpes,Ain,SEGNY
Auvergne-Rhône-Alpes,Ain,SEILLONNAZ
Auvergne-Rhône-Alpes,Ain,SERGY
Auvergne-Rhône-Alpes,Ain,SERMOYER
Auvergne-Rhône-Alpes,Ain,SERRIERES DE BRIORD
Auvergne-Rhône-Alpes,Ain,SERRIERES SUR AIN
Auvergne-Rhône-Alpes,Ain,SERVAS
Auvergne-Rhône-Alpes,Ain,SERVIGNAT
Auvergne-Rhône-Alpes,Ain,SEYSSEL
Auvergne-Rhône-Alpes,Ain,SIMANDRE SUR SURAN
Auvergne-Rhône-Alpes,Ain,SONTHONNAX LA MONTAGNE
Auvergne-Rhône-Alpes,Ain,SOUCLIN
Auvergne-Rhône-Alpes,Ain,SULIGNAT
Auvergne-Rhône-Alpes,Ain,SURJOUX
Auvergne-Rhône-Alpes,Ain,SUTRIEU
Auvergne-Rhône-Alpes,Ain,TALISSIEU
Auvergne-Rhône-Alpes,Ain,TENAY
Auvergne-Rhône-Alpes,Ain,THEZILLIEU
Auvergne-Rhône-Alpes,Ain,THIL
Auvergne-Rhône-Alpes,Ain,THOIRY
Auvergne-Rhône-Alpes,Ain,THOISSEY
Auvergne-Rhône-Alpes,Ain,TORCIEU
Auvergne-Rhône-Alpes,Ain,TOSSIAT
Auvergne-Rhône-Alpes,Ain,TOUSSIEUX
Auvergne-Rhône-Alpes,Ain,TRAMOYES
Auvergne-Rhône-Alpes,Ain,TRANCLIERE
Auvergne-Rhône-Alpes,Ain,VAL REVERMONT
Auvergne-Rhône-Alpes,Ain,TREFFORT
Auvergne-Rhône-Alpes,Ain,TREVOUX
Auvergne-Rhône-Alpes,Ain,VALEINS
Auvergne-Rhône-Alpes,Ain,VANDEINS
Auvergne-Rhône-Alpes,Ain,VARAMBON
Auvergne-Rhône-Alpes,Ain,VAUX EN BUGEY
Auvergne-Rhône-Alpes,Ain,VERJON
Auvergne-Rhône-Alpes,Ain,VERNOUX
Auvergne-Rhône-Alpes,Ain,VERSAILLEUX
Auvergne-Rhône-Alpes,Ain,VERSONNEX
Auvergne-Rhône-Alpes,Ain,VESANCY
Auvergne-Rhône-Alpes,Ain,VESCOURS
Auvergne-Rhône-Alpes,Ain,VESINES
Auvergne-Rhône-Alpes,Ain,VIEU D IZENAVE
Auvergne-Rhône-Alpes,Ain,VIEU
Auvergne-Rhône-Alpes,Ain,VILLARS LES DOMBES
Auvergne-Rhône-Alpes,Ain,VILLEBOIS
Auvergne-Rhône-Alpes,Ain,VILLEMOTIER
Auvergne-Rhône-Alpes,Ain,VILLENEUVE
Auvergne-Rhône-Alpes,Ain,VILLEREVERSURE
Auvergne-Rhône-Alpes,Ain,VILLES
Auvergne-Rhône-Alpes,Ain,VILLETTE SUR AIN
Auvergne-Rhône-Alpes,Ain,VILLIEU LOYES MOLLON
Auvergne-Rhône-Alpes,Ain,VIRIAT
Auvergne-Rhône-Alpes,Ain,VIRIEU LE GRAND
Auvergne-Rhône-Alpes,Ain,ARVIERE EN VALROMEY
Auvergne-Rhône-Alpes,Ain,VIRIEU LE PETIT
Auvergne-Rhône-Alpes,Ain,VIRIGNIN
Auvergne-Rhône-Alpes,Ain,VONGNES
Auvergne-Rhône-Alpes,Ain,VONNAS
Hauts-de-France,Aisne,ABBECOURT
Hauts-de-France,Aisne,ACHERY
Hauts-de-France,Aisne,ACY
Hauts-de-France,Aisne,AGNICOURT ET SECHELLES
Hauts-de-France,Aisne,AGUILCOURT
Hauts-de-France,Aisne,AISONVILLE ET BERNOVILLE
Hauts-de-France,Aisne,AIZELLES
Hauts-de-France,Aisne,AIZY JOUY
Hauts-de-France,Aisne,ALAINCOURT
Hauts-de-France,Aisne,ALLEMANT
Hauts-de-France,Aisne,AMBLENY
Hauts-de-France,Aisne,AMBRIEF
Hauts-de-France,Aisne,AMIFONTAINE
Hauts-de-France,Aisne,AMIGNY ROUY
Hauts-de-France,Aisne,ANCIENVILLE
Hauts-de-France,Aisne,ANDELAIN
Hauts-de-France,Aisne,ANGUILCOURT LE SART
Hauts-de-France,Aisne,ANIZY LE GRAND
Hauts-de-France,Aisne,ANIZY LE CHATEAU
Hauts-de-France,Aisne,ANNOIS
Hauts-de-France,Aisne,ANY MARTIN RIEUX
Hauts-de-France,Aisne,ARCHON
Hauts-de-France,Aisne,ARCY SAINTE RESTITUE
Hauts-de-France,Aisne,ARMENTIERES SUR OURCQ
Hauts-de-France,Aisne,ARRANCY
Hauts-de-France,Aisne,ARTEMPS
Hauts-de-France,Aisne,ARTONGES
Hauts-de-France,Aisne,ASSIS SUR SERRE
Hauts-de-France,Aisne,ATHIES SOUS LAON
Hauts-de-France,Aisne,ATTILLY
Hauts-de-France,Aisne,AUBENCHEUL AUX BOIS
Hauts-de-France,Aisne,AUBENTON
Hauts-de-France,Aisne,AUBIGNY AUX KAISNES
Hauts-de-France,Aisne,AUBIGNY EN LAONNOIS
Hauts-de-France,Aisne,AUDIGNICOURT
Hauts-de-France,Aisne,AUDIGNY
Hauts-de-France,Aisne,AUGY
Hauts-de-France,Aisne,AULNOIS SOUS LAON
Hauts-de-France,Aisne,AUTELS
Hauts-de-France,Aisne,AUTREMENCOURT
Hauts-de-France,Aisne,AUTREPPES
Hauts-de-France,Aisne,AUTREVILLE
Hauts-de-France,Aisne,AZY SUR MARNE
Hauts-de-France,Aisne,BAGNEUX
Hauts-de-France,Aisne,BANCIGNY
Hauts-de-France,Aisne,BARENTON BUGNY
